from,to,count
Joel Embiid,Richaun Holmes,2
Joel Embiid,Robert Covington,15
Joel Embiid,TJ McConnell,9
Joel Embiid,Timothe LuwawuCabarrot,6
Joel Embiid,Trevor Booker,6
Dante Exum,Derrick Favors,15
Dante Exum,Donovan Mitchell,3
Dante Exum,Jae Crowder,10
Dante Exum,Joe Ingles,4
Dante Exum,Jonas Jerebko,2
Dante Exum,Royce ONeale,4
Dante Exum,Rudy Gobert,3
JaKarr Sampson,Bogdan Bogdanovic,1
JaKarr Sampson,Buddy Hield,4
JaKarr Sampson,Kosta Koufos,1
JaKarr Sampson,Malachi Richardson,1
JaKarr Sampson,Vince Carter,1
JaKarr Sampson,Willie CauleyStein,1
Eric Moreland,Anthony Tolliver,6
Eric Moreland,Avery Bradley,4
Eric Moreland,Dwight Buycks,6
Eric Moreland,Henry Ellenson,4
Eric Moreland,Ish Smith,4
Eric Moreland,James Ennis III,4
Eric Moreland,Langston Galloway,9
Eric Moreland,Luke Kennard,15
Eric Moreland,Reggie Bullock,6
Eric Moreland,Stanley Johnson,5
Eric Moreland,Tobias Harris,3
Josh Huestis,Carmelo Anthony,2
Josh Huestis,Dakari Johnson,2
Josh Huestis,Jerami Grant,2
Josh Huestis,Patrick Patterson,3
Josh Huestis,Paul George,1
Josh Huestis,Raymond Felton,4
Josh Huestis,Russell Westbrook,2
Jamil Wilson,Austin Rivers,1
Jamil Wilson,CJ Williams,1
Jamil Wilson,DeAndre Jordan,1
Jamil Wilson,Lou Williams,2
Jamil Wilson,Montrezl Harrell,2
Jamil Wilson,Sindarius Thornwell,1
Dario Saric,Amir Johnson,9
Dario Saric,Ben Simmons,25
Dario Saric,Ersan Ilyasova,3
Dario Saric,Furkan Korkmaz,1
Dario Saric,JJ Redick,27
Dario Saric,Jerryd Bayless,10
Dario Saric,Joel Embiid,23
Dario Saric,Justin Anderson,5
Dario Saric,Marco Belinelli,8
Dario Saric,Markelle Fultz,3
Dario Saric,Richaun Holmes,8
Dario Saric,Robert Covington,35
Dario Saric,TJ McConnell,12
Dario Saric,Timothe LuwawuCabarrot,8
Dario Saric,Trevor Booker,2
Clint Capela,Chris Paul,5
Clint Capela,Eric Gordon,8
Clint Capela,Gerald Green,1
Clint Capela,James Harden,14
Clint Capela,Joe Johnson,1
Clint Capela,Luc Mbah a Moute,5
Clint Capela,PJ Tucker,4
Clint Capela,Ryan Anderson,4
Clint Capela,Trevor Ariza,15
Jusuf Nurkic,AlFarouq Aminu,20
Jusuf Nurkic,CJ McCollum,22
Jusuf Nurkic,Caleb Swanigan,1
Jusuf Nurkic,Damian Lillard,30
Jusuf Nurkic,Evan Turner,13
Jusuf Nurkic,Maurice Harkless,11
Jusuf Nurkic,Noah Vonleh,4
Jusuf Nurkic,Pat Connaughton,12
Jusuf Nurkic,Shabazz Napier,8
Bruno Caboclo,Buddy Hield,1
Bruno Caboclo,Kosta Koufos,1
Bruno Caboclo,Pascal Siakam,1
Nikola Jokic,Darrell Arthur,4
Nikola Jokic,Devin Harris,4
Nikola Jokic,Emmanuel Mudiay,6
Nikola Jokic,Gary Harris,101
Nikola Jokic,Jamal Murray,63
Nikola Jokic,Juan Hernangomez,3
Nikola Jokic,Juancho Hernangomez,1
Nikola Jokic,Kenneth Faried,4
Nikola Jokic,Malik Beasley,4
Nikola Jokic,Mason Plumlee,20
Nikola Jokic,Paul Millsap,29
Nikola Jokic,Torrey Craig,9
Nikola Jokic,Trey Lyles,18
Nikola Jokic,Will Barton,63
Nikola Jokic,Wilson Chandler,50
Kristaps Porzingis,Courtney Lee,16
Kristaps Porzingis,Doug McDermott,8
Kristaps Porzingis,Enes Kanter,11
Kristaps Porzingis,Frank Ntilikina,4
Kristaps Porzingis,Jarrett Jack,4
Kristaps Porzingis,Lance Thomas,3
Kristaps Porzingis,Michael Beasley,1
Kristaps Porzingis,Ron Baker,2
Kristaps Porzingis,Tim Hardaway Jr,4
Tyler Johnson,Bam Adebayo,11
Tyler Johnson,Derrick Jones Jr,1
Tyler Johnson,Dion Waiters,3
Tyler Johnson,Dwyane Wade,2
Tyler Johnson,Goran Dragic,19
Tyler Johnson,Hassan Whiteside,14
Tyler Johnson,James Johnson,23
Tyler Johnson,Josh Richardson,19
Tyler Johnson,Justise Winslow,6
Tyler Johnson,Kelly Olynyk,27
Tyler Johnson,Luke Babbitt,1
Tyler Johnson,Rodney McGruder,1
Tyler Johnson,Wayne Ellington,13
Jack Cooley,Bogdan Bogdanovic,1
Jack Cooley,DeAaron Fox,1
Jack Cooley,Frank Mason,1
Jack Cooley,Justin Jackson,1
Jack Cooley,Skal Labissiere,1
Tim Frazier,Bradley Beal,23
Tim Frazier,Chris McCullough,11
Tim Frazier,Ian Mahinmi,11
Tim Frazier,Jason Smith,8
Tim Frazier,Jodie Meeks,34
Tim Frazier,Kelly Oubre Jr,18
Tim Frazier,Marcin Gortat,9
Tim Frazier,Markieff Morris,15
Tim Frazier,Mike Scott,33
Tim Frazier,Otto Porter Jr,21
Tim Frazier,Tomas Satoransky,4
Tarik Black,Aaron Jackson,1
Tarik Black,Chris Paul,1
Tarik Black,Eric Gordon,2
Tarik Black,Gerald Green,2
Tarik Black,James Harden,2
Tarik Black,Joe Johnson,1
Tarik Black,Luc Mbah a Moute,1
Tarik Black,Ryan Anderson,2
Tarik Black,Trevor Ariza,1
Travis Wear,Andre Ingram,2
Travis Wear,Josh Hart,1
Travis Wear,Kentavious CaldwellPope,1
Travis Wear,Kyle Kuzma,1
Travis Wear,Tyler Ennis,1
Langston Galloway,Andre Drummond,7
Langston Galloway,Anthony Tolliver,13
Langston Galloway,Avery Bradley,2
Langston Galloway,Blake Griffin,3
Langston Galloway,Boban Marjanovic,1
Langston Galloway,Dwight Buycks,2
Langston Galloway,Eric Moreland,1
Langston Galloway,Henry Ellenson,3
Langston Galloway,Ish Smith,2
Langston Galloway,James Ennis III,2
Langston Galloway,Jon Leuer,1
Langston Galloway,Luke Kennard,7
Langston Galloway,Reggie Bullock,2
Langston Galloway,Stanley Johnson,4
Langston Galloway,Tobias Harris,4
Langston Galloway,Willie Reed,1
Joe Ingles,Alec Burks,10
Joe Ingles,Dante Exum,4
Joe Ingles,Derrick Favors,85
Joe Ingles,Donovan Mitchell,53
Joe Ingles,Ekpe Udoh,5
Joe Ingles,Jae Crowder,16
Joe Ingles,Joe Johnson,7
Joe Ingles,Jonas Jerebko,25
Joe Ingles,Raul Neto,3
Joe Ingles,Ricky Rubio,36
Joe Ingles,Rodney Hood,16
Joe Ingles,Royce ONeale,12
Joe Ingles,Rudy Gobert,66
Joe Ingles,Thabo Sefolosha,10
John Holland,Tristan Thompson,1
Omari Johnson,Ben McLemore,1
Omari Johnson,Dillon Brooks,1
Omari Johnson,Kobi Simmons,1
Omari Johnson,Marc Gasol,1
Omari Johnson,Mario Chalmers,2
Omari Johnson,Myke Henry,1
TJ McConnell,Amir Johnson,15
TJ McConnell,Ben Simmons,19
TJ McConnell,Dario Saric,27
TJ McConnell,Ersan Ilyasova,9
TJ McConnell,JJ Redick,42
TJ McConnell,James Michael McAdoo,1
TJ McConnell,James Young,1
TJ McConnell,Jerryd Bayless,12
TJ McConnell,Joel Embiid,29
TJ McConnell,Justin Anderson,19
TJ McConnell,Marco Belinelli,8
TJ McConnell,Markelle Fultz,1
TJ McConnell,Richaun Holmes,16
TJ McConnell,Robert Covington,32
TJ McConnell,Timothe LuwawuCabarrot,24
TJ McConnell,Trevor Booker,6
Tyson Chandler,Devin Booker,13
Tyson Chandler,Elfrid Payton,1
Tyson Chandler,Josh Jackson,5
Tyson Chandler,Marquese Chriss,3
Tyson Chandler,Mike James,1
Tyson Chandler,TJ Warren,18
Tyson Chandler,Troy Daniels,2
Tyson Chandler,Tyler Ulis,6
Pau Gasol,Brandon Paul,2
Pau Gasol,Bryn Forbes,21
Pau Gasol,Danny Green,25
Pau Gasol,Davis Bertans,6
Pau Gasol,Dejounte Murray,17
Pau Gasol,Kawhi Leonard,1
Pau Gasol,Kyle Anderson,28
Pau Gasol,LaMarcus Aldridge,51
Pau Gasol,Manu Ginobili,12
Pau Gasol,Patty Mills,22
Pau Gasol,Rudy Gay,14
Pau Gasol,Tony Parker,18
Richard Jefferson,Darrell Arthur,1
Richard Jefferson,Devin Harris,1
Richard Jefferson,Emmanuel Mudiay,3
Richard Jefferson,Jamal Murray,1
Richard Jefferson,Kenneth Faried,1
Richard Jefferson,Mason Plumlee,1
Richard Jefferson,Nikola Jokic,1
Richard Jefferson,Torrey Craig,1
Richard Jefferson,Trey Lyles,2
Richard Jefferson,Will Barton,1
Zach Randolph,Bogdan Bogdanovic,19
Zach Randolph,Buddy Hield,13
Zach Randolph,DeAaron Fox,10
Zach Randolph,Frank Mason,1
Zach Randolph,Garrett Temple,10
Zach Randolph,George Hill,17
Zach Randolph,JaKarr Sampson,1
Zach Randolph,Justin Jackson,16
Zach Randolph,Kosta Koufos,4
Zach Randolph,Skal Labissiere,5
Zach Randolph,Vince Carter,2
Zach Randolph,Willie CauleyStein,13
Tony Parker,Bryn Forbes,12
Tony Parker,Danny Green,14
Tony Parker,Davis Bertans,12
Tony Parker,Joffrey Lauvergne,8
Tony Parker,Kawhi Leonard,4
Tony Parker,Kyle Anderson,3
Tony Parker,LaMarcus Aldridge,26
Tony Parker,Manu Ginobili,14
Tony Parker,Patty Mills,8
Tony Parker,Pau Gasol,36
Tony Parker,Rudy Gay,19
Nene,Chris Paul,1
Nene,Eric Gordon,7
Nene,Gerald Green,4
Nene,James Harden,15
Nene,Luc Mbah a Moute,3
Nene,PJ Tucker,3
Nene,Ryan Anderson,1
Nene,Trevor Ariza,6
LeBron James,Ante Zizic,4
LeBron James,Cedi Osman,24
LeBron James,Channing Frye,22
LeBron James,Derrick Rose,12
LeBron James,Dwyane Wade,31
LeBron James,George Hill,30
LeBron James,Iman Shumpert,3
LeBron James,Isaiah Thomas,10
LeBron James,JR Smith,74
LeBron James,Jae Crowder,61
LeBron James,Jeff Green,73
LeBron James,John Holland,1
LeBron James,Jordan Clarkson,23
LeBron James,Jose Calderon,23
LeBron James,Kevin Love,133
LeBron James,Kyle Korver,78
LeBron James,Larry Nance Jr,18
LeBron James,Rodney Hood,24
LeBron James,Tristan Thompson,36
Carmelo Anthony,Alex Abrines,7
Carmelo Anthony,Andre Roberson,4
Carmelo Anthony,Corey Brewer,7
Carmelo Anthony,Jerami Grant,4
Carmelo Anthony,Josh Huestis,3
Carmelo Anthony,Kyle Singler,2
Carmelo Anthony,Paul George,28
Carmelo Anthony,Raymond Felton,4
Carmelo Anthony,Russell Westbrook,26
Carmelo Anthony,Steven Adams,4
Carmelo Anthony,Terrance Ferguson,4
Dwyane Wade,Ante Zizic,1
Dwyane Wade,Bam Adebayo,8
Dwyane Wade,Cedi Osman,6
Dwyane Wade,Channing Frye,12
Dwyane Wade,Goran Dragic,1
Dwyane Wade,Hassan Whiteside,4
Dwyane Wade,Iman Shumpert,2
Dwyane Wade,Isaiah Thomas,1
Dwyane Wade,JR Smith,4
Dwyane Wade,Jae Crowder,9
Dwyane Wade,James Johnson,5
Dwyane Wade,Jeff Green,24
Dwyane Wade,Josh Richardson,8
Dwyane Wade,Justise Winslow,7
Dwyane Wade,Kelly Olynyk,8
Dwyane Wade,Kevin Love,15
Dwyane Wade,Kyle Korver,42
Dwyane Wade,LeBron James,23
Dwyane Wade,Luke Babbitt,1
Dwyane Wade,Rodney McGruder,1
Dwyane Wade,Tristan Thompson,11
Dwyane Wade,Tyler Johnson,4
Dwyane Wade,Wayne Ellington,9
Nick Collison,Andre Roberson,1
Nick Collison,Russell Westbrook,1
Nick Collison,Terrance Ferguson,2
David West,Andre Iguodala,8
David West,Draymond Green,21
David West,JaVale McGee,1
David West,Jordan Bell,1
David West,Kevin Durant,10
David West,Kevon Looney,1
David West,Klay Thompson,37
David West,Nick Young,14
David West,Omri Casspi,11
David West,Patrick McCaw,6
David West,Shaun Livingston,17
David West,Stephen Curry,2
Zaza Pachulia,Andre Iguodala,5
Zaza Pachulia,Draymond Green,16
Zaza Pachulia,Jordan Bell,3
Zaza Pachulia,Kevin Durant,15
Zaza Pachulia,Klay Thompson,28
Zaza Pachulia,Nick Young,2
Zaza Pachulia,Omri Casspi,5
Zaza Pachulia,Patrick McCaw,2
Zaza Pachulia,Quinn Cook,2
Zaza Pachulia,Shaun Livingston,2
Zaza Pachulia,Stephen Curry,18
Kyle Korver,Ante Zizic,1
Kyle Korver,Cedi Osman,5
Kyle Korver,Channing Frye,11
Kyle Korver,Derrick Rose,2
Kyle Korver,Dwyane Wade,11
Kyle Korver,Jae Crowder,1
Kyle Korver,Jeff Green,15
Kyle Korver,Jordan Clarkson,2
Kyle Korver,Jose Calderon,1
Kyle Korver,Kevin Love,7
Kyle Korver,Larry Nance Jr,3
Kyle Korver,LeBron James,12
Kyle Korver,Tristan Thompson,8
Udonis Haslem,Josh Richardson,1
Udonis Haslem,Tyler Johnson,1
Udonis Haslem,Wayne Ellington,1
Dwight Howard,Cody Zeller,1
Dwight Howard,Dwayne Bacon,3
Dwight Howard,Frank Kaminsky,5
Dwight Howard,Jeremy Lamb,14
Dwight Howard,Kemba Walker,20
Dwight Howard,Malik Monk,2
Dwight Howard,Marvin Williams,12
Dwight Howard,Michael KiddGilchrist,14
Dwight Howard,Nicolas Batum,16
Dwight Howard,Treveon Graham,6
Emeka Okafor,Darius Miller,1
Emeka Okafor,Ian Clark,1
Emeka Okafor,Jordan Crawford,1
Emeka Okafor,Jrue Holiday,1
Emeka Okafor,Nikola Mirotic,2
Emeka Okafor,Rajon Rondo,1
Shaun Livingston,Andre Iguodala,6
Shaun Livingston,David West,30
Shaun Livingston,Draymond Green,15
Shaun Livingston,JaVale McGee,1
Shaun Livingston,Jordan Bell,3
Shaun Livingston,Kevin Durant,9
Shaun Livingston,Kevon Looney,6
Shaun Livingston,Klay Thompson,23
Shaun Livingston,Nick Young,14
Shaun Livingston,Omri Casspi,4
Shaun Livingston,Patrick McCaw,3
Shaun Livingston,Quinn Cook,1
Shaun Livingston,Stephen Curry,4
Shaun Livingston,Zaza Pachulia,1
Devin Harris,Dennis Smith Jr,2
Devin Harris,Dirk Nowitzki,24
Devin Harris,Dorian FinneySmith,1
Devin Harris,Dwight Powell,16
Devin Harris,Harrison Barnes,7
Devin Harris,JJ Barea,11
Devin Harris,Jamal Murray,2
Devin Harris,Juancho Hernangomez,1
Devin Harris,Malik Beasley,2
Devin Harris,Mason Plumlee,10
Devin Harris,Maxi Kleber,2
Devin Harris,Nerlens Noel,1
Devin Harris,Nikola Jokic,10
Devin Harris,Paul Millsap,4
Devin Harris,Salah Mejri,3
Devin Harris,Trey Lyles,10
Devin Harris,Wesley Matthews,7
Devin Harris,Will Barton,5
Devin Harris,Wilson Chandler,1
Devin Harris,Yogi Ferrell,3
Andre Iguodala,David West,15
Andre Iguodala,Draymond Green,17
Andre Iguodala,JaVale McGee,7
Andre Iguodala,Jordan Bell,5
Andre Iguodala,Kevin Durant,25
Andre Iguodala,Kevon Looney,6
Andre Iguodala,Klay Thompson,30
Andre Iguodala,Nick Young,19
Andre Iguodala,Omri Casspi,8
Andre Iguodala,Patrick McCaw,4
Andre Iguodala,Quinn Cook,3
Andre Iguodala,Shaun Livingston,7
Andre Iguodala,Stephen Curry,26
Andre Iguodala,Zaza Pachulia,5
Al Jefferson,Bojan Bogdanovic,1
Al Jefferson,Cory Joseph,8
Al Jefferson,Darren Collison,4
Al Jefferson,Domantas Sabonis,2
Al Jefferson,Joe Young,5
Al Jefferson,Lance Stephenson,2
Al Jefferson,TJ Leaf,1
Al Jefferson,Thaddeus Young,3
Al Jefferson,Victor Oladipo,1
JR Smith,Ante Zizic,2
JR Smith,Cedi Osman,1
JR Smith,Channing Frye,2
JR Smith,Derrick Rose,2
JR Smith,Dwyane Wade,5
JR Smith,Isaiah Thomas,3
JR Smith,Jae Crowder,17
JR Smith,Jeff Green,7
JR Smith,Jordan Clarkson,3
JR Smith,Jose Calderon,4
JR Smith,Kevin Love,29
JR Smith,Kyle Korver,6
JR Smith,Larry Nance Jr,5
JR Smith,LeBron James,29
JR Smith,Rodney Hood,2
JR Smith,Tristan Thompson,6
Jameer Nelson,Andre Drummond,2
Jameer Nelson,Anthony Davis,21
Jameer Nelson,Anthony Tolliver,6
Jameer Nelson,Blake Griffin,2
Jameer Nelson,Cheick Diallo,4
Jameer Nelson,Dante Cunningham,9
Jameer Nelson,Darius Miller,22
Jameer Nelson,DeAndre Liggins,1
Jameer Nelson,DeMarcus Cousins,21
Jameer Nelson,ETwaun Moore,12
Jameer Nelson,Ian Clark,16
Jameer Nelson,James Ennis III,2
Jameer Nelson,Jrue Holiday,14
Jameer Nelson,Langston Galloway,1
Jameer Nelson,Luke Kennard,3
Jameer Nelson,Omer Asik,1
Jameer Nelson,Tony Allen,7
Tony Allen,Anthony Davis,5
Tony Allen,Dante Cunningham,1
Tony Allen,Darius Miller,1
Tony Allen,DeMarcus Cousins,2
Trevor Ariza,Briante Weber,1
Trevor Ariza,Chris Paul,4
Trevor Ariza,Clint Capela,14
Trevor Ariza,Eric Gordon,18
Trevor Ariza,Gerald Green,6
Trevor Ariza,James Harden,11
Trevor Ariza,Luc Mbah a Moute,5
Trevor Ariza,Nene,3
Trevor Ariza,PJ Tucker,11
Trevor Ariza,Ryan Anderson,5
Trevor Ariza,Tarik Black,2
Damien Wilkins,Al Jefferson,1
Damien Wilkins,Alex Poythress,1
Damien Wilkins,Cory Joseph,1
Damien Wilkins,Ike Anigbogu,1
Damien Wilkins,TJ Leaf,2
